user_id,deal_id,role
5284b8c7-f7cb-4f57-9b14-5e646d6f7d32,409b6433-77c6-4952-97f3-962a43648b8f,stakeholder
e7292960-b490-489a-91c1-666415084f69,d6666f32-8114-4656-a751-d93be6b08059,technical_contact
030b5e1d-eab9-4cdb-8e28-a069b53cbc9b,12374ef7-10dd-46e3-8f15-4168984863e2,primary_contact
11e9e2a8-22b3-4e7a-871c-b2db1d86c530,7304bfd1-d5c6-4bcb-929c-27cddb3d2fd9,stakeholder
94549e66-1b96-4eaf-883e-6bbcb659cc40,bd93c33f-1488-428f-a479-1b5884c8d00e,primary_contact
1307b0a2-063f-4603-a32a-88e5b50db1cd,5ca09053-0241-47c3-b37a-88bfed8a451b,stakeholder
35829d8e-6106-4ee6-8586-ddafd0af1958,62b01eee-c654-44d1-97a0-5b5956144068,stakeholder
6b628ef0-0230-4402-94fe-755bf52bbc67,5152df59-f286-41f6-8ae5-8b767e1f6875,primary_contact
eb1e0ac2-456f-4288-b2fa-ee1b7addc72f,833786a8-8311-4f98-ba50-3d8701d0ed3b,primary_contact
ab66b374-1f78-4da8-bbac-da0a04011e26,e2f7fc18-a5bc-4dbd-9ff7-47c6c10d1f52,primary_contact
d6dde070-9415-4066-8082-64d5570c982f,3c9d58d6-24c4-40a8-92b1-564b0fec3eba,technical_contact
7281be39-b114-4e2f-a605-135ca2fd58f9,5e7fd68c-365a-4a35-97a3-293630f87dbd,decision_maker
228b25e3-5a26-4251-a1dc-507217372a4f,d51b91b6-c39d-4f8c-9018-95ca67a05627,stakeholder
d6df2f75-692d-4a65-84e7-8693917492ec,56fa9af4-2dc4-4f7c-9a24-a15db3a0f936,primary_contact
f00a858b-d564-4584-88e7-bb96ba27a4ba,38bebf9b-19da-4e31-ad5d-2c8cbaf3e517,technical_contact
52c3a6a9-b739-4ee8-847e-eafaef430ac2,c1a48e09-d591-43ba-8262-d7572b9de358,primary_contact
7d8b01f3-f57a-4d91-9093-7c01f5810ea8,83ef02d0-6a19-4d09-ad93-693ad75926da,decision_maker
4f3219ba-7618-4097-a045-89bbcf53106b,73420fa8-e58c-47a4-b57f-5cc170232382,primary_contact
ea92a7be-8e51-46ec-b3ef-60c64f971eb4,8e2ec2bd-e718-4f81-aa8c-8a00b4d151a4,stakeholder
d6def51f-ea87-42e2-97d9-7cb69fb89fce,023a799c-ec3e-40bb-b13e-fbb9dd4c0ec6,primary_contact
0687dae9-889c-4002-ae55-debdc1338314,e858f3f3-c256-43e7-9ffb-797cb71cd98d,stakeholder
6461de28-02dc-4917-9aed-ec5835b2995d,49d10fbe-48a0-412c-9cfc-e78cf6fea450,technical_contact
f3526992-ef22-4af6-a8a1-7609367113b4,6a56d6a6-bbe9-4b05-97c7-7cea43701c8b,decision_maker
ad9dc3d6-ce94-4929-ad62-69ba0d688a6e,fec49a5f-ee62-4223-bf5e-89fe63a673e7,stakeholder
e1f420b8-9d18-4ced-89cd-3f706fa678a5,fef5e1b2-25d8-410d-8c7d-b1772189c5ab,stakeholder
d6371655-fdff-4509-b65a-005e63a3445c,3826c908-ad0c-40d6-aed4-4c26caaa2819,stakeholder
8d027489-ba19-452c-a270-5f8820768756,7a531a40-3943-4682-ad75-e362e01c4bec,technical_contact
8c491d3f-3469-4950-93e6-718470bde40f,1406e803-4c59-4e9f-85fe-0dd4b78a26ec,stakeholder
41cfd682-7c98-4f7d-86df-5e677099df23,fd8a8175-3b56-482b-b7e7-57ba10d79651,stakeholder
fc94041a-d17f-41f5-bb94-a51caf4f83e6,a170b675-3a00-4e8e-b230-c1d74b7f274f,stakeholder
671a28e6-87f4-4d44-ada2-d81550b02988,13778ecd-ab9a-40b0-a034-1b669a47acdb,stakeholder
25b16b1a-d7b0-442e-ad21-0a2be49e6e02,7304bfd1-d5c6-4bcb-929c-27cddb3d2fd9,primary_contact
fc1f64e7-a7bc-438c-9a17-7cc3cf317e99,e5117892-1efb-4b06-a48a-ea66a0c4705b,stakeholder
ef094932-d361-4b21-9d0a-a14c6f28cfc7,bb395dec-8bb3-4e7a-afce-87225b53f6aa,decision_maker
ede030f2-d03c-4d3c-a1c5-3ec1e051c32b,8e2afd7d-d1e3-4103-9280-fecce3b1f2e8,primary_contact
e4bc253c-b314-4e6e-84f2-e1c0de7940f7,a8aae1c6-1368-43c0-9b85-97b70d68acc3,primary_contact
59b29654-0d8e-49a9-812f-6d83ac3e9c12,8f8af500-9801-488c-906b-9f9987312111,stakeholder
8d8e02f0-a03b-4c75-b600-fcd506ee3ac9,401e2125-2708-4f0b-8fd1-1cd8c9e0073f,decision_maker
9d03a281-ec08-4499-a1b2-40469811f97a,53220ddf-9e4a-4a84-998a-55d8f2a31bb7,stakeholder
eae08bf2-65b2-4881-9747-7d6c9a4c7c46,6706f142-f9a5-46e6-84e3-1b849cf970b0,primary_contact
013ef41c-66fd-4166-87cc-e6c700932c1b,5152df59-f286-41f6-8ae5-8b767e1f6875,stakeholder
6d1cd0c0-f5e6-4665-ad0c-555281c7424a,9a4c0b4f-2c24-404b-bb5d-eb5a14e3a9b8,primary_contact
8cbc221a-3ded-41a7-9914-1e29c6b38eb5,ba762f9c-9737-42af-b36c-b57a73f5d6e7,primary_contact
05104a57-3f3c-4c2d-a816-3fcc992e7c00,623b741b-64b4-4fa2-8319-fd2484f140d1,stakeholder
610f9027-a70a-4d2c-8d4f-b6317a2af011,410e6ee1-0ab9-42f7-accd-c43c84596238,primary_contact
2eac410e-9123-4671-92e3-307979cc6c85,34ae9a77-3e37-49b8-a8ff-8cc290155502,decision_maker
b4abe022-f027-4dfb-a661-1e2c65367d85,19018e7c-fca0-40c2-8b85-3272aee46987,stakeholder
30e069d5-3cfb-48ce-a249-1087f1418bce,25e59136-c615-453c-a86f-0fad37fb10ed,decision_maker
3e3fb638-8655-41a6-82d2-41126c792704,80897594-1170-4170-8e19-cc8651041336,stakeholder
4686a246-9297-41bf-9048-e347057da510,5ca09053-0241-47c3-b37a-88bfed8a451b,primary_contact
69d83729-edd9-4f41-b772-564187689719,7304bfd1-d5c6-4bcb-929c-27cddb3d2fd9,stakeholder
f657c84a-bd8c-4b00-84a5-328082c7ce0e,02647ba3-7a4d-4e6e-9091-b595eba35da1,technical_contact
350dccd8-4448-41f4-8ab2-e7cfb69a5042,1382454d-310d-4152-93e6-9d6d205330c2,primary_contact
b1f04caf-d424-413a-a321-ecf402fa4850,7cc08f39-556d-43fc-a008-812d5320ce59,primary_contact
364b4aed-7fa5-488a-8e63-5f7f6e31b1b0,8d4d601e-d2f1-4809-bd88-7ae968e11cbc,decision_maker
9f14796b-dabd-42aa-b832-b299024f7d52,f7273516-7435-4cf3-8acc-8d233a905fda,primary_contact
270a165e-2349-41c2-b3bc-c7ec8140db1b,fc75c8a1-15c4-4213-a386-da762a64d26c,decision_maker
60068bf7-e6a7-4bfe-aa20-1326c240988b,f72dd406-9395-47c8-b901-aac88e12cd49,stakeholder
b78ded24-c380-47cd-93b9-d614f3dd968f,4efaf9d4-c379-44a5-9b6e-d16466783356,stakeholder
4ea0eba1-1f07-4df7-8725-6de67029ed93,9b672d83-1f67-4926-bb0e-9a4059999561,stakeholder
404f494a-a6c9-4b5f-b96f-e43373e8d6f6,fef5e1b2-25d8-410d-8c7d-b1772189c5ab,decision_maker
76bef681-f593-4b8b-a10a-40438a2b4a8f,ef028388-cc8f-44f1-9a19-2b711d6bdcd1,decision_maker
81b43291-91ab-4d5a-80d7-0236da42182e,6ceab31b-0e89-4ead-9da6-54b71d0e40c8,decision_maker
afde3684-3b01-484c-88a3-d32b0c8ae35e,9239c63b-c400-46ae-a3e8-f8e9f4f1472a,decision_maker
08a8c2f4-694d-4449-abd2-40d672c69449,bd93c33f-1488-428f-a479-1b5884c8d00e,primary_contact
5284c983-fed3-4496-9119-caf50a1038cd,d1219bf7-c3fb-4bf4-ab15-537c5e724cb5,technical_contact
8b24ac96-b057-40aa-8600-4cafad878f06,0d30f3bc-03e8-4e01-9712-e5cdffe19f37,primary_contact
bad17b91-82bd-4105-bae3-2d89f9346d5f,5e67c97f-e2c4-4994-a8ea-31f5907e9ec7,stakeholder
9c604832-83fa-4c7f-bb46-a38cad096fa9,56c36adc-04f9-428a-93d3-ea2e3768d3f2,primary_contact
8151f31b-721a-441a-a798-5afdc7194042,b259ab9b-bdb6-43fa-a6a0-68cc8944ff45,decision_maker
e76a1549-c2dc-47e1-bbab-eebb5ad06643,474c5fd1-bdeb-4e9c-a086-4f0d1198b780,stakeholder
b9d2d1eb-01ba-4ce4-88a4-fd1956faf6e9,09c1c860-d96d-4013-9b93-937a3a1df278,stakeholder
08198b7f-a424-4146-a4f6-803a21cc3ed5,ff1d104c-c2d0-43ec-b849-4c6dd79607ea,stakeholder
a71b91db-59ed-412a-830b-b6769ba6228c,b6f8fdd1-fbea-492c-b9b0-3bd0886b051a,stakeholder
fb546e29-6f98-4c48-a08c-856e1c918339,692ab324-f6fd-41b7-8be2-1fc080d3c785,stakeholder
6a8beacd-cbc2-428e-87b5-f1e345c41b24,89e2fa74-5061-4942-b8fc-9b39b2c6b611,decision_maker
f2999e27-5c7d-4c22-a8b1-1263e49dbde0,70bf3e00-883c-46dd-bcb1-3c4f142c399a,primary_contact
ab0dc0d6-eb37-4f57-b32f-adfa868c7fe2,7195b862-fb30-41e5-b6f2-7604e4785096,primary_contact
db944e0d-a356-4e8d-ace7-0d1789c4ea09,83afcf1f-bcf3-4534-98a7-d3e367786953,stakeholder
035bbd52-735d-4d64-94f8-68bf4f275aab,000a2ac0-a717-4cd8-a833-ed7c00203034,stakeholder
50939eaa-1796-4e2e-a0d8-42d1c672cdf3,6f1b3365-eb05-441f-8ba3-8ad21f2aea60,primary_contact
6fe0da9f-4481-4649-95b0-f59128903577,c4f52f5a-4bf7-465d-a64f-2d1344acd819,stakeholder
086fc749-6d66-4080-a73d-4d3fb50ebda1,1c2829e7-8f5d-4b1c-accc-29411c8ca419,decision_maker
e7630089-68e5-48e3-a243-e6ee9ff8212b,156cc103-00eb-41d1-8f8f-1d135fcc0415,technical_contact
7b87f2bc-6711-417f-84bd-5bcf6c87cf0d,27149cb3-1fdd-493d-a2e7-87028a25c5e5,technical_contact
c486cc22-3d46-46d6-962d-e898831fdd77,dcfbe9ea-670b-4e8f-ba57-a384eefe670f,stakeholder
7d62772e-0e50-46fc-8d94-3d3e0d9e3a76,41f08985-1daa-4bab-be48-a3a773233b39,primary_contact
dd315a78-4deb-448f-bf93-83c4ca9d2ad0,ae5615d5-bb1a-4d28-8322-000d0a3e8846,stakeholder
dd9a213a-9119-47f7-9d8a-eba394be6ca1,409b6433-77c6-4952-97f3-962a43648b8f,decision_maker
4840d52b-73f8-4dfd-8da6-7fffb10e85f5,2aa3bc7d-293d-4848-8268-d3d72ea1fde9,stakeholder
2015c4af-eea7-41cb-b7e1-f40df6c1faf3,c41293e0-514c-49cb-a6c6-fdfe8c225386,primary_contact
d5b67099-586b-4c88-a690-d8520c863ff5,2701c792-caf7-41f7-bc78-142eb87ca1f4,decision_maker
7d8d9a3e-b917-419a-b557-c2ccf50063ac,2a833767-6df2-4cf7-9f3e-4d4b7270f028,decision_maker
71809106-5234-478d-ac94-e8836b8d557e,50beccc9-ac52-452a-ade7-03f34e194676,stakeholder
8e6f9875-2d18-40de-83d8-49e149f81157,67c9504c-a283-48b7-a017-f54e6e949920,stakeholder
4c4134f1-5fd4-4261-95ea-eb3de13091c8,5bbf26ab-c182-48b5-af96-9b317c10f814,stakeholder
d2410ea0-5702-473e-8e7e-6b0c26fd5c85,8ddc5ecf-32b0-4721-8be5-6c24d133e93f,decision_maker
003b3c96-ec67-4514-8051-e1ada382c2ab,e5117892-1efb-4b06-a48a-ea66a0c4705b,stakeholder
9bcdd14b-1208-4a63-9fbb-79425d1bdce8,e8b7ad80-8248-4bbf-bab4-5c54f780b30b,stakeholder
78bb6738-c0de-4462-9d1d-a26f9226ec67,73420fa8-e58c-47a4-b57f-5cc170232382,stakeholder
9bab0198-74dc-4d1f-b64d-74306e104644,c884c78f-d556-47a2-b165-0f50726ee4ee,stakeholder
