adduser	3.152	all
apt	3.0.3	amd64
base-files	13.8+deb13u7	amd64
base-passwd	3.6.7	amd64
bash	5.2.37-2+b10	amd64
binutils	2.44-3	amd64
binutils-common:amd64	2.44-3	amd64
binutils-x86-64-linux-gnu	2.44-3	amd64
bsdutils	1:2.41.5-0+deb13u1	amd64
build-essential	12.12	amd64
bzip2	1.0.8-6	amd64
ca-certificates	20250419	all
coreutils	9.7-3	amd64
cpp	4:14.2.0-1	amd64
cpp-14	14.2.0-19	amd64
cpp-14-x86-64-linux-gnu	14.2.0-19	amd64
cpp-x86-64-linux-gnu	4:14.2.0-1	amd64
dash	0.5.12-12	amd64
debconf	1.5.91	all
debian-archive-keyring	2025.1	all
debianutils	5.23.2	amd64
diffutils	1:3.10-4	amd64
dpkg	1.22.22	amd64
dpkg-dev	1.22.22	all
findutils	4.10.0-3	amd64
fontconfig	2.15.0-2.3	amd64
fontconfig-config	2.15.0-2.3	amd64
fonts-dejavu-core	2.37-8	all
fonts-dejavu-mono	2.37-8	all
fonts-noto-cjk	1:20240730+repack1-1	all
g++	4:14.2.0-1	amd64
g++-14	14.2.0-19	amd64
g++-14-x86-64-linux-gnu	14.2.0-19	amd64
g++-x86-64-linux-gnu	4:14.2.0-1	amd64
gcc	4:14.2.0-1	amd64
gcc-14	14.2.0-19	amd64
gcc-14-base:amd64	14.2.0-19	amd64
gcc-14-x86-64-linux-gnu	14.2.0-19	amd64
gcc-x86-64-linux-gnu	4:14.2.0-1	amd64
git	1:2.47.3-0+deb13u1	amd64
git-man	1:2.47.3-0+deb13u1	all
grep	3.11-4	amd64
gzip	1.13-1+deb13u1	amd64
hostname	3.25	amd64
init-system-helpers	1.69~deb13u1	all
libacl1:amd64	2.3.2-2+b1	amd64
libapt-pkg7.0:amd64	3.0.3	amd64
libasan8:amd64	14.2.0-19	amd64
libatomic1:amd64	14.2.0-19	amd64
libattr1:amd64	1:2.5.2-3	amd64
libaudit-common	1:4.0.2-2+deb13u1	all
libaudit1:amd64	1:4.0.2-2+deb13u1	amd64
libbinutils:amd64	2.44-3	amd64
libblkid1:amd64	2.41.5-0+deb13u1	amd64
libbrotli1:amd64	1.1.0-2+b7	amd64
libbsd0:amd64	0.12.2-2	amd64
libbz2-1.0:amd64	1.0.8-6	amd64
