timestamp,user_id,id,event,context_app_version,event_text
2024-04-08 23:46:07 +00:00,b61b8510-dca3-4cab-8080-db170dd9a2ee,node-172d40d9e4d4bf193490bff8d431a95b-35a5e4a5-b612-45d2-bdce-aabfaadee39d,lightdash_server_validation_run,0.1059.0,lightdash_server.validation.run
2024-04-08 23:38:25 +00:00,a45b247e-45df-446d-b9ca-dbeb262cac23,node-5f6ba3dcc0dfd48556960a58744d647f-83db6383-06b7-42cb-8593-c3fc16ce11ec,lightdash_server_share_url_created,0.1059.0,lightdash_server.share_url.created
2024-04-08 23:38:00 +00:00,,node-8d6fae63a4d29af82fbccc5cd521be29-ae81d979-6806-4fb9-93f9-12f059e6a9ca,lightdash_server_scheduler_job_completed,0.1059.0,lightdash_server.scheduler_job.completed
2024-04-08 23:32:58 +00:00,56199997-1e5a-4fb5-9e9f-22323ca97c21,2041f8be-7ee3-4c5a-b4d8-5c4569494440,lightdash_cli_dbt_command_started,0.991.0,lightdash_cli.dbt_command.started
2024-04-08 23:23:28 +00:00,1d5200cf-005f-43fe-a924-d2a68f1b14f6,node-33652268aec84c8d953be7f404cdee10-567f28cb-879a-43d0-babf-31db4bfc585a,lightdash_server_saved_chart_updated,0.1059.0,lightdash_server.saved_chart.updated
2024-04-08 23:20:06 +00:00,,node-5816e7860f50df89a450fba27213bc46-18528e00-9d40-4e6f-afaa-0f1af9e1d790,lightdash_server_api_error,0.702.0,lightdash_server.api.error
2024-04-08 23:13:24 +00:00,2ec1ff1a-977d-403f-bc89-2ca42fc29163,node-5468d5f9c86273e3ea1f2cec40aca289-b38ec999-6a41-4d13-b175-f66c7e5c48b5,lightdash_server_sql_executed,0.1059.0,lightdash_server.sql.executed
2024-04-08 23:07:53 +00:00,84e46595-6d40-409a-a9f0-6cd51455fee1,node-3375e0a4fc8a43f842c42861ff83e23d-4f239650-98cf-409f-8fa6-9e37ef1523b0,lightdash_server_api_error,0.1059.0,lightdash_server.api.error
2024-04-08 22:49:58 +00:00,1d5200cf-005f-43fe-a924-d2a68f1b14f6,node-416212f2fde6f271040ac407bf5cc496-2f1998ee-cea8-471a-8fd1-82e8c3fd1b33,lightdash_server_duplicated_chart_created,0.1059.0,lightdash_server.duplicated_chart_created
2024-04-08 22:43:13 +00:00,a63f3faf-ca37-4625-9fcb-32fb81f9bb00,node-35c12e124bf2e3cdb6d2791f25938f4e-9acf6055-02e7-4eb6-ac1c-d02fe88fd599,lightdash_server_user_verified,0.1059.0,lightdash_server.user.verified
2024-04-08 22:40:41 +00:00,74829948-f31a-450d-90dd-8991ebdc8f35,node-ce6478212485e3996ea21966c10d286a-d01b43b9-219e-4548-8957-578bc34b81f6,lightdash_server_share_url_created,0.778.1,lightdash_server.share_url.created
2024-04-08 22:28:06 +00:00,,node-b27acc6c6630e7f6f0d2c2017bd76b7b-61ff1500-84aa-4d5b-8b73-b0903906d484,lightdash_server_api_error,0.702.0,lightdash_server.api.error
2024-04-08 22:21:09 +00:00,aac64c12-abe2-4260-9a8b-b441cd6b17e2,node-ac45528feb7e39ebaeefd8665992e1e8-f6e8f165-563b-48ef-a258-8966326b8497,lightdash_server_api_error,0.1059.0,lightdash_server.api.error
2024-04-08 22:14:47 +00:00,c9e26714-79e1-4f34-b14f-f2fff4eb05e7,node-c84355aaa783d96a79983ea5ca6ddf4f-5714da32-4440-49bb-83db-e754909a3cdf,lightdash_server_project_created,0.1064.0,lightdash_server.project.created
2024-04-08 22:08:00 +00:00,,node-d67dd3947909b562484636df37237ee9-c7a91df1-3afb-47e5-b73f-1c2d6fe534bd,lightdash_server_scheduler_job_completed,0.1059.0,lightdash_server.scheduler_job.completed
2024-04-08 22:04:53 +00:00,debdc5d9-f48f-4f2e-a04c-b29d9b92645a,node-3194977d59a8e8366db87f61600ad15d-4c94bf9d-e416-46b1-9205-35e802cfd5c6,lightdash_server_saved_chart_version_created,0.1059.0,lightdash_server.saved_chart_version.created
2024-04-08 22:01:00 +00:00,73d129bf-f121-47cc-89b9-af013a633f33,node-dedadbb21762032611d0fd03f06264d9-c212a8f8-9fbc-48f1-8c90-1a79ba3aac9e,lightdash_server_download_results_started,0.899.2,lightdash_server.download_results.started
2024-04-08 21:43:33 +00:00,65db740d-218c-4e5a-998b-d2bddf61d814,node-254c69e42e9626a97cb479f7b9d4ca54-294a9d56-2303-4d85-b6b9-6def4dff4754,lightdash_server_validation_run,0.1042.3,lightdash_server.validation.run
2024-04-08 21:42:15 +00:00,00852736-5ecf-42ff-9100-e2952a937795,node-b9c6d514ddbb41184b9c8450533438c3-91d2a6d8-97b1-440a-977e-d89cbfdcb50a,lightdash_server_share_url_created,0.1059.0,lightdash_server.share_url.created
2024-04-08 21:38:04 +00:00,72893995-5522-4fdf-9141-2f880ed24401,1712612283765200-c429941d-7964-4391-ab49-5e44f996d00f,lightdash_webapp_add_filter_click,0.1059.0,lightdash_webapp.add_filter.click
2024-04-08 21:33:42 +00:00,ec7293b9-c059-4a8a-9940-dfac392ca253,node-06aeacfcd79d3bee7e370604edd76bf6-bcc4928f-264f-4874-b3fb-5a79164bc418,lightdash_server_download_results_started,0.1059.0,lightdash_server.download_results.started
2024-04-08 21:31:19 +00:00,b61b8510-dca3-4cab-8080-db170dd9a2ee,b8aeee29-837c-439a-8cfc-c3a68abc06f4,lightdash_cli_stop_preview_delete,0.1059.0,lightdash_cli.stop_preview.delete
2024-04-08 21:28:47 +00:00,ad02ac50-956d-4845-9904-8b8c490e0039,acfdc670-e28d-4965-b0df-a38b174c5eb3,lightdash_cli_deploy_triggered,0.925.1,lightdash_cli.deploy.triggered
2024-04-08 21:26:53 +00:00,d0c992d3-468e-4385-9408-8fd2f1780fc9,node-a61033d89599f65f2e72d27ce1c47d1d-f7759a9b-6332-495d-9342-0a30af1252d4,lightdash_server_user_deleted,0.1059.0,lightdash_server.user.deleted
2024-04-08 21:26:53 +00:00,9a3cff85-72c3-4419-bf3a-d3b14e24647b,node-2baf788419f328a6ab91f00e1c3b4372-9a380c85-bc52-48f6-b90a-28b969a7e692,lightdash_server_user_deleted,0.1059.0,lightdash_server.user.deleted
2024-04-08 21:26:53 +00:00,093737fc-f339-4116-92bf-3668b55f8d61,node-ed61d3acde1a53f6c4cccc83943821c8-6b597b58-a500-4485-a550-053aa2e5b009,lightdash_server_user_deleted,0.1059.0,lightdash_server.user.deleted
2024-04-08 21:22:28 +00:00,b19fb2a5-edd3-4165-97b8-318db40d4e22,1712611347609200-f5ae1a42-739c-4fb0-937f-0baae2601455,lightdash_webapp_global_search_closed,0.1059.0,lightdash_webapp.global_search.closed
2024-04-08 21:21:03 +00:00,0c0effa7-3f63-40de-a26d-1c343019dfcf,7b8e5607-b233-4820-8925-22e9ced00231,lightdash_cli_compile_started,0.1064.0,lightdash_cli.compile.started
2024-04-08 21:08:49 +00:00,,node-615577d6e722efccae92ada9e193a825-9acc7683-caa2-442a-a49f-4fc77782ae5b,lightdash_server_scheduler_job_deleted,0.1059.0,lightdash_server.scheduler_job.deleted
2024-04-08 21:08:49 +00:00,,node-8d9b1c6820bc6117b6080d0660f2322d-7b93291b-ab28-412c-93bd-36fc67120123,lightdash_server_scheduler_job_deleted,0.1059.0,lightdash_server.scheduler_job.deleted
2024-04-08 21:08:49 +00:00,,node-2dd740ff534fb3ff43c20f74d6fe3ea7-7f645607-888c-41d0-a552-5e98e1a0a3c0,lightdash_server_scheduler_job_deleted,0.1059.0,lightdash_server.scheduler_job.deleted
2024-04-08 21:08:49 +00:00,,node-b6d073822267a9403f26177125bec223-2f3525d8-6f4c-4e79-989a-d3dfc5d9b1a2,lightdash_server_scheduler_job_deleted,0.1059.0,lightdash_server.scheduler_job.deleted
2024-04-08 21:08:49 +00:00,,node-c0d562e8da4606d4f28291f77bbdd2ac-dd63db6b-86e8-46d0-9ec4-7ab5028485ff,lightdash_server_scheduler_job_deleted,0.1059.0,lightdash_server.scheduler_job.deleted
2024-04-08 21:08:49 +00:00,,node-89512eb21385f1df7eeab1585a9d0249-753ddcfc-efad-4e77-8494-359a6f7a43a7,lightdash_server_scheduler_job_deleted,0.1059.0,lightdash_server.scheduler_job.deleted
2024-04-08 21:08:49 +00:00,,node-775bb38f6b9c70d3874785ec621dfa5b-a9880e92-a079-4e37-9d6a-c4830e192b4e,lightdash_server_scheduler_job_deleted,0.1059.0,lightdash_server.scheduler_job.deleted
2024-04-08 21:08:49 +00:00,,node-04cbc687d4ec54939717ab705722ac14-0bcb5576-64c6-47c7-85b6-47d3e20b2352,lightdash_server_scheduler_job_deleted,0.1059.0,lightdash_server.scheduler_job.deleted
2024-04-08 21:08:49 +00:00,,node-c9a126065c3036368c61ea382f89b739-b5023655-9179-4eae-9e98-9dc9565c6f29,lightdash_server_scheduler_job_deleted,0.1059.0,lightdash_server.scheduler_job.deleted
2024-04-08 21:08:21 +00:00,,node-108cb7ef46b2f73fc55d8a0c4e48d8b4-91863ee2-4d5f-420a-8d11-ef84dbd00389,lightdash_server_scheduler_job_deleted,0.1059.0,lightdash_server.scheduler_job.deleted
2024-04-08 21:08:21 +00:00,,node-8087d1f12a344cdeac352eeede478d00-026155f8-5a09-470e-b5db-c3ade5873f37,lightdash_server_scheduler_job_deleted,0.1059.0,lightdash_server.scheduler_job.deleted
2024-04-08 21:08:21 +00:00,,node-b4c5feeb114a3f6873cbaaf8be3da78b-c5d3e42c-cfeb-4e3f-af50-6e4eb40d87cb,lightdash_server_scheduler_job_deleted,0.1059.0,lightdash_server.scheduler_job.deleted
2024-04-08 21:08:21 +00:00,,node-0f1f424276fb3505fd1ac284dd0e8763-93192b07-c0d2-49ac-a2bc-1f74caf98e11,lightdash_server_scheduler_job_deleted,0.1059.0,lightdash_server.scheduler_job.deleted
2024-04-08 21:08:21 +00:00,,node-ba43201e81a1a119b57ac0aa1f3bb6be-041d8c23-4643-4207-a042-60cae837cc08,lightdash_server_scheduler_job_deleted,0.1059.0,lightdash_server.scheduler_job.deleted
2024-04-08 21:08:21 +00:00,,node-ed836b8d010876ee476514815760b1cb-b1c19d14-2397-47fc-9da5-242d03da1d06,lightdash_server_scheduler_job_deleted,0.1059.0,lightdash_server.scheduler_job.deleted
